"","Ps_output","Pr_output","Pr2_output","Pr3_output","sigma_output","Psev_output","Pd_output"
"17",0.105841218610265,0.153867330648207,0.0335950587548069,0.0341864279082938,0.587345426041579,0.00163681211299363,0.00148119228806996
"18",0.104700189137356,0.157133056434885,0.0345127216035865,0.0340241503043446,0.593085279158642,0.00164229063278698,0.00148973887097349
"19",0.104470004905813,0.157396577864555,0.0345989205821642,0.0337414711461127,0.592863471806348,0.00161896701723733,0.00150054191023775
"20",0.104821270556344,0.155481874912512,0.0345115606467964,0.0344202578860046,0.585904830847182,0.00165045687935999,0.00149915430031096
"21",0.104517621241561,0.15567516086376,0.0333594590453876,0.0350797550008579,0.584415137164551,0.00164136086223103,0.00147392572733993
"22",0.103727632196079,0.156460326656802,0.0344385381332545,0.0338062480501797,0.591160374986078,0.00166847048440704,0.00147878791832666
"23",0.103257774518582,0.155151026906272,0.0345909318593389,0.0336092239723783,0.59736079331385,0.00162969468601882,0.00147899055641771
"24",0.105800529250249,0.157159474533763,0.0347494331580987,0.034441891534388,0.601259114501106,0.00164082321179662,0.00146448449921214
"25",0.10181100774148,0.155838860688256,0.0348023974011215,0.0345396787733401,0.59134740439327,0.00162050318871968,0.00147113429115046
"26",0.106676979352151,0.154259203662075,0.0347563606520921,0.0343440970687909,0.587545162558168,0.00166072057253598,0.00148777379574307
"27",0.105928208611759,0.153905113203419,0.0338653586854637,0.034451662779041,0.590791659414474,0.00164713569190128,0.0014960656660173
"28",0.105604119065734,0.155658164515751,0.0343084296225118,0.0346115572012544,0.593138747426867,0.00163298201761918,0.00150175497225816
"29",0.100851771222077,0.156359444607635,0.0339060548606453,0.0347414566703111,0.597355619035387,0.00164373410344259,0.00147565920961879
"30",0.105210954910042,0.156786681748757,0.0345664964323354,0.0344688547913721,0.598446205334496,0.00165011347592001,0.00147602371679174
"31",0.104552089893406,0.154646946019512,0.0336482529130961,0.0334985940673001,0.589071246946138,0.00162733408760725,0.00147921638105189
"32",0.104869459243261,0.156398951590552,0.0335265431549119,0.0338916744955654,0.591683553747858,0.00163616774505994,0.00148497687091119
"33",0.106097933481282,0.153222600776726,0.0341087720072673,0.033476522286741,0.596136129782492,0.0016506648664955,0.00148564007850998
"34",0.104869925583318,0.154095199593213,0.0344414041940675,0.0337386686897375,0.591412482847181,0.00163761278553732,0.00148934226458602
"35",0.105416106600209,0.154133108371452,0.0343282003619496,0.0347653620956365,0.598853692299909,0.00163187856146989,0.00146558872371315
"36",0.104234103426346,0.157034371633966,0.0345333574630695,0.0348546095456769,0.588504791162064,0.00164580113780974,0.00149032004189517
"37",0.108607634503052,0.155790726281006,0.0350170440202257,0.0337639129689895,0.597486100416447,0.00164156523332129,0.00145968019666938
"38",0.10215034150198,0.15320144061227,0.0340698333872059,0.0344505597377739,0.594888452927986,0.00161058453167057,0.00149256291100325
"39",0.104933692214231,0.156458912820878,0.0339268629235734,0.0348720076833747,0.587119914777323,0.00163616776967908,0.00148169913488848
"40",0.103563372514148,0.158118379061583,0.0346042664982611,0.033772539867256,0.586970835619103,0.00165074702885979,0.00148723069239528
"41",0.10551444191528,0.158870757369641,0.0337967334977881,0.0340648690947923,0.582207116609016,0.00164653684859509,0.00150061715649012
"42",0.103198397223208,0.155295081734896,0.0347275895875003,0.0350004767694319,0.592643923244387,0.0016361954805962,0.00151003731929563
"43",0.106599188071048,0.15372081521992,0.0337227764311859,0.0334406231093645,0.59375113312189,0.00164942936303828,0.00148049644244761
"44",0.104679956258412,0.152361863005108,0.0343886856195936,0.0349041370344395,0.592951578354594,0.00163044280360948,0.00148313688790566
"45",0.103219360216129,0.157256663787257,0.0344245108990599,0.0335129397674371,0.586779801292511,0.00163532621991574,0.00146886045862871
"46",0.105405575389045,0.156327531088732,0.0347364144090145,0.0343950982947176,0.58989192872157,0.00161432701740826,0.00146069307843471
"47",0.101944284637327,0.15393781731526,0.0340273672706726,0.0349023917554655,0.591353434131712,0.0016463366449117,0.00148743824090285
"48",0.102505763120855,0.155476600250863,0.033835760784453,0.0342671536696844,0.589718794142598,0.00161975704937273,0.00147884536890016
"49",0.103568929196309,0.152084918208333,0.0344294310629192,0.0346933620251914,0.587733727155976,0.0016450152292961,0.0014646400528591
"50",0.105864585409525,0.154480907926588,0.0348621721548198,0.0337459523687175,0.593159587992625,0.0016180814234005,0.00147666617987927
"51",0.103242577593414,0.153626410898066,0.0343710998639767,0.0352616148501204,0.601890858713216,0.00163965222562689,0.00148042723608169
"52",0.10234058002949,0.152671381948195,0.0346680326711694,0.0346161927350662,0.585455650595324,0.00164981930304582,0.00148994759802203
"53",0.106080187010481,0.15513745000415,0.0349018924260576,0.0333474633428872,0.602408686283172,0.00164810831585211,0.00146557715793398
"54",0.105124609498125,0.155745361738524,0.0347050681560324,0.0346327910471179,0.586179626616934,0.00162293619838577,0.00148664253233397
"55",0.104531860362909,0.154967251184909,0.03466537935847,0.0342164685182831,0.594478633871323,0.00164443952723556,0.00149241644050293
"56",0.10364883623344,0.154162349501179,0.0337052869269118,0.0344066893095941,0.594836071606452,0.00164235754680526,0.0014860777626332
"57",0.103902327368418,0.15249521174938,0.0336704181412791,0.0345964603986694,0.586480210268596,0.00164826040218149,0.00146551502537702
"58",0.10138390191058,0.1577968471974,0.0340000742320703,0.033980774666768,0.587395609039225,0.00163051130512492,0.00148981495920436
"59",0.102743231477272,0.154716316280505,0.034529450741366,0.0333211827155347,0.586851766714282,0.00162016846612262,0.00148536840987187
"60",0.104942236072403,0.153627990218517,0.0340547818789191,0.0340688894460555,0.591109365129505,0.00164062969016555,0.00146316538949938
"61",0.107200753311512,0.153769200565048,0.0346225926790148,0.0333321232173119,0.589070033525792,0.00164128816817647,0.00146637347707196
"62",0.10683877511109,0.15625971944492,0.0342893819325885,0.0342462385228799,0.594567642257545,0.00162977810852304,0.00148750327586086
"63",0.102451303110727,0.15288523641351,0.0340570082739358,0.0344797507718491,0.592248255099809,0.00163531222206583,0.00148593483597711
"64",0.105524447784993,0.153558741152318,0.0345541046298359,0.0342444850149567,0.593821900199446,0.00164639345296949,0.00145876376233287
"65",0.105033256353046,0.15945168857524,0.0345839537604408,0.0340761963592611,0.595509075338905,0.0016137554136987,0.00149452124389916
"66",0.10413332468241,0.154496602381711,0.0343754151590131,0.0348445287282504,0.593518797456154,0.00163096798784328,0.00147057915090648
"67",0.103879722542377,0.156120039523754,0.0344662922313048,0.0345328018482262,0.591742115498067,0.00163627175123928,0.00148479893225886
"68",0.103671258575204,0.156370560004732,0.0341147469035794,0.0342303768619852,0.597519535663728,0.00163676984421252,0.00147187709107542
"69",0.105667671301678,0.155681105897125,0.0342659922332843,0.0344624474737764,0.597701129854383,0.00161784207905893,0.00146440091921502
"70",0.104463871047899,0.15716237560363,0.0339081910248661,0.0349435131208551,0.596380346348244,0.00162282326445929,0.00148107075544526
"71",0.102096084321123,0.152103154691641,0.0344139236189769,0.0343016037533547,0.59345799998076,0.00164611611725749,0.00148100116395554
"72",0.105389511584762,0.153524048228489,0.0344086137240123,0.0340689329783596,0.594706096164278,0.00163061802113537,0.00148877399188686
"73",0.103956422002875,0.153648843546752,0.034397716365422,0.0348425783483067,0.592085344087866,0.00163037236193249,0.00148780994630246
"74",0.104478537699177,0.158428106770971,0.0336148820220742,0.0337912946564286,0.584062754443025,0.00162590421569384,0.00150169531679255
"75",0.104925151117121,0.155294193527029,0.034057419254665,0.0345067695079907,0.597329748516368,0.00164795335674428,0.00148119737205145
"76",0.105261859548178,0.158228455886288,0.0341886664585633,0.0339268133454904,0.597120607396891,0.00165289250587321,0.00148192098455905
"77",0.104151747915044,0.156897895360389,0.0341147621147178,0.0350123238857866,0.591985232566075,0.0016449150378331,0.00147914467414919
"78",0.102142405002254,0.156057579550602,0.0337843579907245,0.0339011384569522,0.588709992998983,0.0016198421038508,0.00149094824656991
"79",0.102951333856408,0.15321564051594,0.0338786976582635,0.0342213399208926,0.594054960957688,0.00162826452236762,0.00147143418226372
"80",0.104732378807696,0.152999619355222,0.0344188738722472,0.0338481006526883,0.586298662467441,0.00164097072663019,0.00149960950011451
"81",0.104087123948247,0.156821503374809,0.0342352897675202,0.0342698135991905,0.585439393693692,0.00161068878280991,0.00147285253263322
"82",0.103607618055465,0.152958691600369,0.0345106179605253,0.0338584879736866,0.5918336616647,0.00163174704513787,0.00149117304927267
"83",0.103619848221667,0.153098224133909,0.034844945175795,0.0342517097949252,0.591529490547734,0.00163237262235523,0.00148804841757533
"84",0.103961593652383,0.153564803691257,0.0344679033242853,0.0340991092612832,0.590538325233498,0.00164423400119124,0.00148357850609426
"85",0.103321101816563,0.155554672801612,0.0338302729273777,0.0342651304742744,0.587781472587606,0.00164798006755679,0.00149462476730244
"86",0.103490963875548,0.153610176035777,0.0341525580471521,0.035163973791464,0.592297204596825,0.00164974245984035,0.00147938831115255
"87",0.107183760245407,0.153100954778272,0.0340016985193487,0.0340443529929315,0.595345281783188,0.00164187841266953,0.00148556442296381
"88",0.106774548183956,0.153609082607003,0.034041632964026,0.0342378821352241,0.594134590846078,0.00164877228520686,0.00147858699265077
"89",0.105727814500374,0.156662966441425,0.03470280635969,0.0347246261091296,0.58235935207672,0.00164784337334737,0.00146096868299769
"90",0.104547039667033,0.153990875603169,0.0345137920453323,0.0345006071434366,0.594435620182669,0.00165257617486131,0.00149476938534504
"91",0.103735215515069,0.155882979821511,0.0343444759605091,0.0343344630708283,0.594267938187037,0.00163958252091995,0.00146532402742931
"92",0.104733174983231,0.156020955463862,0.0336813237328516,0.0339720116398192,0.589866870760843,0.0016176995590061,0.00148564883040136
"93",0.105916049318639,0.156196679835873,0.0335491641232873,0.0344722786214906,0.591181355716882,0.0016369071118573,0.00148922452060131
"94",0.102701060299551,0.151475014864043,0.0342633785470004,0.0343631357890994,0.59271042048223,0.00164927843885632,0.00148245798136568
"95",0.105944517815984,0.155305120146155,0.0342148459443417,0.0345969703788081,0.59466480956508,0.00165437486084006,0.00148865203883446
"96",0.103218989106611,0.154498741251403,0.0340149039389872,0.0348220832211431,0.585373444685154,0.00163885783741529,0.00147750808162695
"97",0.103602679838296,0.151951651957062,0.0337408192862256,0.0337687259513487,0.592900335299254,0.0016326135899758,0.00147751720701521
"98",0.102039593675038,0.152381716978775,0.0334730718675432,0.0342113808759608,0.586691922550933,0.00162653805947058,0.00148639684876442
"99",0.105771016677014,0.153345170471348,0.0345026961703893,0.0341620446625756,0.591567155660802,0.00162180318992884,0.0014883956224878
"100",0.104984489548168,0.153206432278768,0.0337189464558671,0.0347591915347762,0.587798879167591,0.00162792302035238,0.00150681047619328
"101",0.103392026357308,0.154102413116419,0.0345780166038901,0.0349233363353732,0.596721885173273,0.00165715008263915,0.00147801134104338
"102",0.104246550851763,0.15617166360473,0.0347871396246098,0.0342755647867301,0.590371382815426,0.00163331027070748,0.00146550888703227
"103",0.104743895938614,0.155618955512335,0.0337708533577839,0.0343478622261726,0.580619114721449,0.00162750812651925,0.00147001850491842
"104",0.10388253381941,0.155447563014295,0.0343022456282042,0.0339223696482744,0.592521250041065,0.00164311885717591,0.00148758714578065
"105",0.102306070818457,0.156284026802972,0.0336494004365069,0.0337446636884615,0.588050692657531,0.00162072921111939,0.00147384413219621
"106",0.106814780289601,0.154751069990371,0.0343107544891379,0.0339059782183904,0.592786213291147,0.00163199293187535,0.00147084425149994
"107",0.104750757232163,0.156577487116289,0.0345069980480867,0.0345899703474194,0.600394734577612,0.00163364749630677,0.00149689936044626
"108",0.107560803352454,0.155417572500221,0.0336484597684436,0.0347577773626816,0.592716321303164,0.00162645993312658,0.00147992612124568
"109",0.105339549853586,0.155038526868596,0.0345729984529813,0.0346025078404327,0.600820045211635,0.00161974426591852,0.00148753677237501
"110",0.105350666337131,0.154520176998812,0.0332408959537481,0.0342227709484777,0.595586408915329,0.00164750873978122,0.00145376696631721
"111",0.104777859287052,0.157593725638654,0.0342167392203193,0.0338363321256,0.59324742432225,0.00165550230693985,0.00148859868549196
"112",0.102676610466837,0.153831535595297,0.0340727933922676,0.033820717978536,0.584222734787697,0.00163645532071232,0.00147104080284738
"113",0.104910747236841,0.154134327183409,0.0336116402272938,0.0345396566211319,0.59992667994875,0.001646078572521,0.00148293546255598
"114",0.103104407447713,0.159277426716816,0.0335777864808756,0.0345101095172884,0.593749892608101,0.00165897192111956,0.00148240680881705
"115",0.103283405557372,0.152422465569896,0.0338638320984117,0.0339119347576443,0.598757711351457,0.00164916335756628,0.00145903942512344
"116",0.102848145685546,0.157067351116245,0.0342640808650219,0.0353560004222915,0.586536280380821,0.0016338179914759,0.0014755183490331
"117",0.103255518577297,0.155296818076468,0.0347783797575437,0.0346650917939326,0.587910549073397,0.00165507292861369,0.00149934716376854
"118",0.103343241385663,0.153882424777836,0.0332302538105804,0.0343679322655695,0.591223943653157,0.00161934078724091,0.00148889142075874
"119",0.10348465526148,0.15417559913455,0.0343206709913401,0.0345805371255825,0.5887169305798,0.00162191670013397,0.001489184718302
"120",0.104896075661453,0.154159399198319,0.0342450293790102,0.0331731991982122,0.588875824970854,0.00161858766552591,0.00149361017193099
"121",0.102414087613043,0.150205196347696,0.0339179149145196,0.0337819207714043,0.598045775586015,0.00163414743482275,0.00147631948658757
"122",0.105491386287188,0.156533280781266,0.0342328726521214,0.0352475198063567,0.594812072596117,0.00164353925772561,0.00149989907811169
"123",0.105380885760308,0.155772359596763,0.0333092754951217,0.0340883927291118,0.604470814924678,0.00166145072373917,0.00150331034171134
"124",0.105236660772305,0.153641989026442,0.0350997660698312,0.0341652149829902,0.597144455373738,0.00164577248759737,0.00148679658489996
"125",0.105095142095153,0.155041017119962,0.0344137813304331,0.0344074014525846,0.591088855531585,0.00162314112570251,0.00148569002782411
"126",0.104421220417798,0.153450674092111,0.0345137514957417,0.0342854219671909,0.595878952447973,0.00162790003421219,0.00148205197841308
"127",0.104975304170274,0.153607385858187,0.0334549962403438,0.0344848541452903,0.593255012226902,0.00163865480833347,0.00147993855151375
"128",0.10334557388459,0.154629326351481,0.0337166823510793,0.0342740434660857,0.597630392853278,0.00162544655020611,0.00146775424811889
"129",0.10443640166341,0.156407561264695,0.0337518188085178,0.0343098845489526,0.599585152263334,0.00165213688498071,0.00149499113523116
"130",0.104175358319244,0.155063266730973,0.0343329593734865,0.034563327297877,0.581562874822447,0.0016237783602407,0.00149082444126419
"131",0.105282805641741,0.154103400838822,0.0334342417355834,0.0341734312754795,0.595593412601058,0.00166497117321474,0.00147480580579467
"132",0.103660822953969,0.158413846140875,0.034332789907891,0.033492542635196,0.593774165970716,0.00162602299573079,0.0014865071509695
"133",0.104487358004581,0.152725385511492,0.0338643881534906,0.0336228727965801,0.587765665779689,0.00164830480841379,0.00149028156340772
"134",0.103765862061371,0.156654315565817,0.0343154689315489,0.0335413750694978,0.580569470435988,0.00164150469991267,0.00146790832214932
"135",0.104852504009456,0.158366761041095,0.0336724088684517,0.0337720290607235,0.584565238667841,0.00163615747354183,0.00148191026947827
"136",0.104222510523686,0.159840735245008,0.0348620499348443,0.03454249354149,0.592879160784335,0.00163701184990356,0.00149190399872105
"137",0.103538480876773,0.158134770514572,0.0344686378540232,0.0338616790934877,0.590492288151293,0.00164448374025619,0.00146548346898122
"138",0.102130608499413,0.155645236208797,0.0335059238858991,0.0342858199780535,0.587202811405369,0.00163373403612279,0.00147922113581578
"139",0.103119844207168,0.15226864613112,0.0344050589129093,0.0339513028139913,0.590953619084711,0.0016432586303132,0.00147471163778803
